,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,capital.gain,capital.loss,hours.per.week,native.country,income,random_income
6991,20,Private,221955,Highschool Graduate,3,Married-spouse-absent,Farming-fishing,Single,White,0,0,40,Mexico,<=50K,27517
6992,51,Self-emp-inc,180195,Highschool Graduate,9,Married-civ-spouse,Sales,Married,White,0,0,50,United-States,<=50K,12587
6994,62,Private,81534,Bachelors Degree,10,Married-civ-spouse,Sales,Married,Asian-Pac-Islander,0,0,40,United-States,>50K,282728
6995,37,Private,325538,Highschool Graduate,9,Single,Exec-managerial,Single,White,0,0,60,Unknown,<=50K,37270
6996,28,Private,142264,Highschool Graduate,5,Single,Machine-op-inspct,Single,White,0,0,50,Dominican-Republic,<=50K,41523
6997,23,Private,128604,Highschool Graduate,9,Single,Sales,Single,Asian-Pac-Islander,0,0,48,South,<=50K,41556
6999,50,Self-emp-inc,100029,Bachelors Degree,13,Widowed,Sales,Single,White,0,0,65,United-States,>50K,254413
7000,31,Private,169269,Highschool Graduate,4,Single,Craft-repair,Single,White,0,0,40,United-States,<=50K,7029
7001,23,Unknown,123983,Bachelors Degree,13,Single,Unknown,Single,Other,0,0,40,United-States,<=50K,49180
7002,47,Private,297884,Highschool Graduate,6,Widowed,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,31681
7004,32,Private,44392,Technical School,12,Married-civ-spouse,Handlers-cleaners,Married,White,0,0,40,United-States,<=50K,34465
7005,82,Unknown,29441,Highschool Graduate,4,Widowed,Unknown,Single,White,0,0,5,United-States,<=50K,13336
7006,74,Federal-gov,181508,Highschool Graduate,9,Widowed,Other-service,Single,White,0,0,17,United-States,<=50K,7016
7007,22,Private,190625,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,35,United-States,<=50K,31064
7008,32,Private,194740,Bachelors Degree,10,Married-civ-spouse,Craft-repair,Married,White,0,0,55,Greece,<=50K,14451
7009,34,Private,27380,Bachelors Degree,13,Married-civ-spouse,Farming-fishing,Married,White,0,0,50,United-States,>50K,395328
7010,59,Private,160631,Bachelors Degree,13,Married-civ-spouse,Craft-repair,Married,White,0,0,60,United-States,>50K,135034
7011,36,Private,224531,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,0,0,50,United-States,>50K,231481
7013,47,Self-emp-inc,101926,Bachelors Degree,13,Divorced,Exec-managerial,Single,White,0,0,70,United-States,>50K,254354
7014,25,Self-emp-not-inc,113436,Bachelors Degree,10,Single,Craft-repair,Single,White,0,0,35,United-States,<=50K,16366
7015,44,Private,248973,Bachelors Degree,13,Divorced,Adm-clerical,Single,Black,0,0,65,United-States,<=50K,27258
7016,58,Local-gov,310085,Highschool Graduate,6,Married-civ-spouse,Transport-moving,Married,White,0,0,40,United-States,<=50K,15208
7017,32,Unknown,53042,Highschool Graduate,9,Single,Unknown,Single,Black,0,0,40,United-States,<=50K,24230
7018,45,Private,204205,Highschool Graduate,4,Divorced,Machine-op-inspct,Single,White,0,0,48,United-States,<=50K,40198
7020,52,Unknown,134447,Bachelors Degree,10,Married-civ-spouse,Unknown,Married,White,0,0,50,United-States,<=50K,31353
7021,56,Self-emp-not-inc,236731,Highschool Graduate,2,Separated,Exec-managerial,Single,White,0,0,25,Unknown,<=50K,48696
7024,36,Self-emp-not-inc,367020,Highschool Graduate,4,Married-civ-spouse,Craft-repair,Married,White,0,0,35,United-States,<=50K,15821
7025,41,Private,149102,Highschool Graduate,9,Married-spouse-absent,Craft-repair,Single,White,0,0,40,Poland,<=50K,49159
7026,30,Private,423770,Bachelors Degree,10,Single,Prof-specialty,Single,White,0,0,40,Mexico,<=50K,34044
7027,44,Private,211759,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,Other,0,0,40,Puerto-Rico,<=50K,12251
7030,41,Private,223062,Bachelors Degree,10,Separated,Other-service,Single,Black,0,0,40,United-States,<=50K,2914
7031,29,Private,406662,Highschool Graduate,9,Single,Handlers-cleaners,Single,White,0,0,40,United-States,<=50K,11201
7032,25,Private,206600,Highschool Graduate,5,Single,Machine-op-inspct,Single,White,0,0,48,Mexico,<=50K,28307
7033,42,Local-gov,147510,Bachelors Degree,13,Separated,Prof-specialty,Single,White,0,0,40,United-States,<=50K,9406
7034,26,Private,187577,Technical School,11,Single,Sales,Single,White,0,0,55,United-States,<=50K,34214
7035,46,Self-emp-inc,278322,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,0,0,45,United-States,<=50K,27227
7036,49,State-gov,203039,Highschool Graduate,7,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,United-States,<=50K,12287
7039,30,Private,91145,Highschool Graduate,9,Single,Handlers-cleaners,Single,White,0,0,55,United-States,<=50K,14330
7040,49,Self-emp-not-inc,211762,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,>50K,206842
7041,47,Unknown,111563,Technical School,11,Divorced,Unknown,Single,White,0,0,40,United-States,<=50K,2548
7042,44,Private,180985,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,50,Unknown,>50K,126544
7043,19,Private,417657,Highschool Graduate,9,Single,Handlers-cleaners,Single,White,0,0,50,United-States,<=50K,28771
7044,26,Private,108658,Highschool Graduate,9,Single,Craft-repair,Single,White,0,0,40,United-States,<=50K,11438
7045,38,Self-emp-not-inc,190023,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,White,0,0,40,United-States,>50K,194304
7047,36,Self-emp-inc,164866,Technical School,12,Separated,Exec-managerial,Single,White,0,0,50,United-States,<=50K,30017
7048,31,Private,170983,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,60,United-States,>50K,432523
7049,30,Private,186269,Bachelors Degree,13,Married-civ-spouse,Tech-support,Married,White,0,0,40,United-States,<=50K,38590
7050,37,Private,286026,Highschool Graduate,9,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,>50K,462952
7051,30,Private,403433,Bachelors Degree,13,Single,Prof-specialty,Single,Black,0,0,50,United-States,>50K,274384
7054,38,Federal-gov,99527,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,>50K,383834
7055,30,Private,123178,Highschool Graduate,6,Single,Craft-repair,Single,White,0,0,50,United-States,<=50K,11435
7056,33,Private,231043,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,50,United-States,>50K,292476
7059,35,Private,180342,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,1066
7060,59,Federal-gov,31840,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,>50K,233257
7062,27,Private,386036,Bachelors Degree,10,Single,Transport-moving,Single,White,0,0,48,United-States,<=50K,28834
7063,31,Local-gov,446358,Advanced Degree,16,Single,Prof-specialty,Single,White,0,0,50,Mexico,>50K,499433
7064,45,Private,28035,Bachelors Degree,10,Single,Farming-fishing,Single,White,0,0,50,United-States,<=50K,11799
7066,27,Private,192384,Technical School,15,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,United-States,<=50K,26794
7067,19,Private,383637,Highschool Graduate,9,Single,Other-service,Single,White,0,0,20,United-States,<=50K,19416
7068,29,Private,457402,Highschool Graduate,3,Single,Other-service,Single,White,0,0,25,Mexico,<=50K,12618
7069,34,Self-emp-inc,80249,Bachelors Degree,10,Married-civ-spouse,Farming-fishing,Married,White,0,0,72,United-States,<=50K,5751
7070,32,State-gov,159537,Technical School,12,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,27969
7071,49,Private,240859,Highschool Graduate,7,Married-civ-spouse,Craft-repair,Married,White,0,0,40,Cuba,<=50K,19357
7073,74,Unknown,29866,Highschool Graduate,4,Married-civ-spouse,Unknown,Married,White,0,0,2,United-States,<=50K,21415
7074,62,Private,185503,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,50,United-States,>50K,208928
7075,39,Self-emp-not-inc,68781,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,<=50K,9019
7078,24,Private,54560,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,White,0,0,45,United-States,<=50K,49081
7079,76,Unknown,28221,Highschool Graduate,9,Married-civ-spouse,Unknown,Married,White,0,0,40,Canada,>50K,111818
7084,61,Private,92691,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,0,0,3,United-States,<=50K,35023
7085,47,Private,664821,Bachelors Degree,13,Married-civ-spouse,Other-service,Married,White,0,0,40,El-Salvador,<=50K,15644
7087,50,Self-emp-not-inc,391016,Bachelors Degree,13,Divorced,Exec-managerial,Single,White,0,0,30,United-States,<=50K,15490
7088,27,Private,249315,Bachelors Degree,10,Single,Sales,Single,White,0,0,44,United-States,<=50K,20362
7090,43,Private,334946,Highschool Graduate,9,Married-civ-spouse,Handlers-cleaners,Married,Black,0,0,40,United-States,<=50K,10286
7091,39,Private,352248,Technical School,12,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,United-States,<=50K,12128
7093,56,Private,155449,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,50,United-States,<=50K,27216
7094,26,Private,73689,Highschool Graduate,9,Married-civ-spouse,Farming-fishing,Married,White,0,0,55,United-States,<=50K,21721
7096,47,Private,161676,Highschool Graduate,7,Single,Transport-moving,Single,Black,0,0,40,United-States,<=50K,40844
7098,47,Local-gov,242552,Bachelors Degree,10,Single,Protective-serv,Single,Black,0,0,40,United-States,<=50K,40197
7099,26,Private,159732,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,0,60,United-States,<=50K,17637
7101,37,Private,189922,Technical School,12,Married-civ-spouse,Tech-support,Married,White,0,0,50,United-States,>50K,195158
7102,37,Private,409189,Bachelors Degree,10,Married-civ-spouse,Craft-repair,Married,White,0,0,45,United-States,<=50K,6468
7103,43,Private,111252,Bachelors Degree,10,Married-civ-spouse,Transport-moving,Married,White,0,0,42,United-States,<=50K,35494
7106,63,Private,111963,Bachelors Degree,10,Married-civ-spouse,Prof-specialty,Married,White,0,0,16,United-States,<=50K,43605
7107,45,Private,247869,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,60,United-States,>50K,411992
7109,36,Unknown,356838,Highschool Graduate,8,Single,Unknown,Single,White,0,0,35,United-States,<=50K,10322
7110,26,Private,179633,Highschool Graduate,9,Single,Tech-support,Single,White,0,0,40,United-States,<=50K,42453
7112,41,Private,231689,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,>50K,423271
7113,26,Private,209942,Highschool Graduate,9,Single,Handlers-cleaners,Single,Black,0,0,40,United-States,<=50K,22044
7116,46,Private,283037,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,50,United-States,>50K,376520
7119,24,Private,215443,Highschool Graduate,9,Separated,Other-service,Single,White,0,0,40,United-States,<=50K,41969
7122,20,Private,195770,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,26,United-States,<=50K,24042
7125,36,Private,252327,Highschool Graduate,3,Married-spouse-absent,Craft-repair,Single,White,0,0,40,Mexico,<=50K,26190
7126,30,Private,116508,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,Germany,<=50K,11615
7128,25,Private,374163,Highschool Graduate,9,Married-spouse-absent,Farming-fishing,Single,Other,0,0,40,Mexico,<=50K,18951
7130,26,Private,245628,Highschool Graduate,7,Single,Handlers-cleaners,Single,White,0,0,20,United-States,<=50K,12961
7131,25,Private,159732,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,40,United-States,<=50K,7013
7133,41,Private,314322,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,United-States,>50K,448515
7134,35,Private,102976,Advanced Degree,14,Single,Exec-managerial,Single,White,0,0,40,United-States,>50K,168455
7138,36,Private,284616,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,<=50K,5724
7140,51,Private,138847,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,>50K,126106
7141,39,Private,33487,Highschool Graduate,7,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,40,United-States,<=50K,1886
7142,61,Private,149653,Highschool Graduate,9,Married-civ-spouse,Exec-managerial,Married,White,0,0,50,United-States,<=50K,11349
7143,38,Private,348739,Technical School,15,Married-civ-spouse,Prof-specialty,Married,White,0,0,60,United-States,<=50K,12148
7144,20,Unknown,235442,Bachelors Degree,10,Single,Unknown,Single,White,0,0,35,United-States,<=50K,5267
7147,46,Private,192208,Highschool Graduate,6,Married-civ-spouse,Craft-repair,Married,White,0,0,45,United-States,<=50K,18307
7148,21,Private,305874,Bachelors Degree,10,Married-civ-spouse,Craft-repair,Married,White,0,0,54,United-States,<=50K,7654
7149,35,Self-emp-not-inc,462890,Highschool Graduate,6,Married-civ-spouse,Transport-moving,Married,Black,0,0,50,United-States,<=50K,29184
7150,39,Private,89508,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,0,0,40,United-States,<=50K,34237
7151,38,Self-emp-not-inc,200153,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,60,United-States,<=50K,9552
7153,28,Private,208965,Highschool Graduate,5,Single,Machine-op-inspct,Single,Other,0,0,40,Mexico,<=50K,17350
7154,32,Private,40142,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,>50K,414177
7155,46,Self-emp-not-inc,57452,Technical School,11,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,>50K,484377
7156,40,Private,327573,Technical School,11,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,39702
7157,44,Private,265266,Highschool Graduate,6,Married-civ-spouse,Transport-moving,Married,White,0,0,40,United-States,<=50K,29634
7158,51,Unknown,163998,Highschool Graduate,9,Married-spouse-absent,Unknown,Single,White,0,0,20,United-States,>50K,165958
7159,46,Self-emp-not-inc,28281,Bachelors Degree,13,Married-civ-spouse,Farming-fishing,Married,White,0,0,40,United-States,>50K,181753
7161,44,Private,353396,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,45,United-States,<=50K,30681
7162,33,Private,161745,Technical School,11,Married-civ-spouse,Farming-fishing,Married,White,0,0,45,United-States,<=50K,48736
7164,61,Self-emp-inc,156542,Technical School,15,Separated,Prof-specialty,Single,White,0,0,40,United-States,>50K,264379
7166,47,Federal-gov,55377,Highschool Graduate,9,Single,Machine-op-inspct,Single,Black,0,0,40,United-States,<=50K,42181
7167,34,Private,173730,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,White,0,0,50,United-States,>50K,207976
7168,53,Private,374588,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,Black,0,0,60,United-States,<=50K,43478
7169,39,Self-emp-not-inc,174330,Bachelors Degree,10,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,17988
7170,58,Private,78141,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,>50K,436155
7171,66,Unknown,190324,Highschool Graduate,9,Married-civ-spouse,Unknown,Married,Black,0,0,18,United-States,<=50K,1615
7172,26,Private,31350,Highschool Graduate,7,Single,Farming-fishing,Single,White,0,0,50,United-States,<=50K,14394
7173,41,Private,243607,Highschool Graduate,3,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,Mexico,<=50K,3882
7174,47,Local-gov,134671,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,<=50K,21312
7175,31,Private,197023,Technical School,11,Married-civ-spouse,Machine-op-inspct,Married,Amer-Indian-Eskimo,0,0,40,United-States,<=50K,35134
7176,52,Private,117674,Bachelors Degree,10,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,>50K,371831
7177,29,Private,169815,Technical School,12,Married-civ-spouse,Sales,Married,White,0,0,50,United-States,>50K,445540
7179,42,Federal-gov,122861,Advanced Degree,14,Married-civ-spouse,Exec-managerial,Married,White,0,0,40,United-States,>50K,472838
7181,52,Self-emp-not-inc,194791,Bachelors Degree,10,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,43014
7182,61,Private,231323,Bachelors Degree,10,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,7869
7183,39,Local-gov,305597,Highschool Graduate,9,Separated,Exec-managerial,Single,White,0,0,40,United-States,<=50K,41432
7185,39,Private,346478,Bachelors Degree,10,Single,Exec-managerial,Single,White,0,0,45,United-States,<=50K,20990
7186,22,Private,341368,Bachelors Degree,10,Single,Other-service,Single,White,0,0,50,United-States,<=50K,10180
7189,37,Private,336598,Highschool Graduate,3,Married-civ-spouse,Farming-fishing,Married,White,0,0,36,Mexico,<=50K,20303
7190,23,Private,308205,Technical School,12,Single,Other-service,Single,White,0,0,20,United-States,<=50K,14278
7191,39,Local-gov,357173,Technical School,12,Divorced,Prof-specialty,Single,White,0,0,59,United-States,<=50K,45207
7192,54,Private,457237,Advanced Degree,14,Married-civ-spouse,Sales,Married,White,0,0,40,United-States,<=50K,11127
7193,46,Self-emp-inc,284799,Bachelors Degree,10,Married-civ-spouse,Sales,Married,White,0,0,60,United-States,<=50K,11926
7197,36,Private,203482,Highschool Graduate,9,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,40,United-States,<=50K,46305
7198,37,Private,112554,Highschool Graduate,9,Married-civ-spouse,Sales,Married,White,0,0,45,United-States,<=50K,21218
7200,50,Private,93690,Highschool Graduate,9,Married-civ-spouse,Transport-moving,Married,White,0,0,40,United-States,>50K,405479
7201,38,Private,220585,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,40,United-States,<=50K,31372
7202,63,Self-emp-not-inc,194638,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,32,United-States,<=50K,3307
7203,53,Private,154785,Highschool Graduate,9,Married-civ-spouse,Craft-repair,Married,White,0,0,50,United-States,>50K,254975
7205,23,Self-emp-inc,214542,Bachelors Degree,10,Single,Prof-specialty,Single,White,0,0,50,United-States,<=50K,16834
