,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,capital.gain,capital.loss,hours.per.week,native.country,income,random_income
6974,58,Self-emp-not-inc,197665,Highschool Graduate,9,Married-spouse-absent,Other-service,Single,White,0,0,45,United-States,<=50K,10071
6975,35,Self-emp-not-inc,216129,Highschool Graduate,8,Single,Other-service,Single,Black,0,0,40,Trinadad&Tobago,<=50K,6141
6979,40,Private,291192,Highschool Graduate,9,Widowed,Sales,Single,White,0,0,40,United-States,<=50K,29672
6980,54,State-gov,93415,Bachelors Degree,13,Single,Prof-specialty,Single,Asian-Pac-Islander,0,0,40,United-States,>50K,492184
6983,40,Private,170230,Bachelors Degree,13,Married-spouse-absent,Other-service,Single,White,0,0,40,Unknown,<=50K,23408
6984,59,Private,374924,Highschool Graduate,9,Separated,Sales,Single,Black,0,0,40,United-States,<=50K,45386
6987,51,Private,135190,Highschool Graduate,4,Separated,Machine-op-inspct,Single,Black,0,0,30,United-States,<=50K,5515
6988,33,Private,637222,Highschool Graduate,8,Divorced,Machine-op-inspct,Single,Black,0,0,40,United-States,<=50K,5098
6993,39,Private,208778,Highschool Graduate,9,Married-civ-spouse,Machine-op-inspct,Married,White,0,0,40,United-States,>50K,469876
6998,39,Private,277886,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,0,0,30,United-States,<=50K,1750
7003,59,Private,99131,Highschool Graduate,9,Widowed,Prof-specialty,Single,White,0,0,18,United-States,<=50K,39025
7012,59,Private,283005,Highschool Graduate,7,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,48762
7019,47,Private,169324,Bachelors Degree,13,Married-civ-spouse,Exec-managerial,Married,Black,0,0,35,United-States,>50K,476555
7022,52,Private,141301,Highschool Graduate,9,Divorced,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,2422
7023,34,Private,235124,Highschool Graduate,9,Single,Other-service,Single,Black,0,0,35,United-States,<=50K,29898
7028,17,Unknown,110998,Bachelors Degree,10,Single,Unknown,Single,Asian-Pac-Islander,0,0,40,Philippines,<=50K,11366
7029,34,Private,56883,Bachelors Degree,10,Single,Other-service,Single,White,0,0,40,United-States,<=50K,28753
7037,23,Private,145651,Bachelors Degree,10,Single,Sales,Single,Black,0,0,20,United-States,<=50K,24210
7038,46,Local-gov,144531,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,40,United-States,>50K,437354
7046,31,Private,222130,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,43,United-States,<=50K,40232
7052,21,Unknown,224209,Highschool Graduate,9,Married-civ-spouse,Unknown,Married,Black,0,0,30,United-States,<=50K,20694
7053,73,Private,123160,Highschool Graduate,6,Widowed,Other-service,Single,White,0,0,10,United-States,<=50K,21648
7057,58,Private,241056,Bachelors Degree,10,Divorced,Adm-clerical,Single,White,0,0,46,United-States,<=50K,36536
7058,34,Local-gov,220066,Advanced Degree,14,Single,Prof-specialty,Single,White,0,0,50,United-States,<=50K,12937
7061,45,Private,183168,Bachelors Degree,13,Divorced,Exec-managerial,Single,White,0,0,40,United-States,<=50K,2365
7065,40,Private,282155,Highschool Graduate,9,Separated,Other-service,Single,White,0,0,25,United-States,<=50K,41420
7072,33,Private,83446,Highschool Graduate,7,Divorced,Exec-managerial,Single,White,0,0,40,United-States,>50K,447192
7076,43,Private,220589,Highschool Graduate,9,Divorced,Exec-managerial,Single,White,0,0,40,United-States,<=50K,37446
7077,22,Private,51136,Bachelors Degree,10,Single,Tech-support,Single,White,0,0,60,United-States,<=50K,13717
7080,25,Private,201413,Bachelors Degree,10,Single,Other-service,Single,Black,0,0,40,United-States,<=50K,37522
7081,19,Private,40425,Bachelors Degree,10,Single,Sales,Single,White,0,0,28,United-States,<=50K,1360
7082,31,Private,189461,Technical School,12,Divorced,Adm-clerical,Single,White,0,0,41,United-States,<=50K,19231
7083,53,Private,200576,Highschool Graduate,7,Divorced,Craft-repair,Single,White,0,0,40,United-States,<=50K,46542
7086,37,Private,175130,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,0,45,United-States,<=50K,10815
7089,58,Private,111169,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,11883
7092,36,Private,173804,Bachelors Degree,10,Single,Sales,Single,White,0,0,35,United-States,<=50K,35707
7095,23,Private,227594,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,38,United-States,<=50K,13654
7097,68,Private,75913,Highschool Graduate,8,Widowed,Sales,Single,White,0,0,30,United-States,<=50K,4004
7100,46,Private,180695,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,7707
7104,59,Private,294395,Advanced Degree,14,Widowed,Prof-specialty,Single,White,0,0,40,United-States,<=50K,29763
7105,39,Private,172718,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,14257
7108,59,Private,114032,Bachelors Degree,13,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,6231
7111,34,Private,19847,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,29383
7114,53,Private,197492,Highschool Graduate,9,Divorced,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,49763
7115,33,Private,262439,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,0,0,35,United-States,>50K,151802
7117,79,Unknown,144533,Highschool Graduate,9,Widowed,Unknown,Single,Black,0,0,30,United-States,<=50K,2700
7118,31,Private,83446,Highschool Graduate,9,Widowed,Craft-repair,Single,White,0,0,40,United-States,<=50K,5651
7120,57,Local-gov,268252,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,0,62,United-States,<=50K,28426
7121,40,Private,181015,Highschool Graduate,9,Separated,Other-service,Single,White,0,0,47,United-States,<=50K,20682
7123,45,Private,125194,Highschool Graduate,7,Single,Machine-op-inspct,Single,Black,0,0,40,United-States,<=50K,12129
7124,27,Private,58654,Technical School,11,Separated,Adm-clerical,Single,White,0,0,40,United-States,<=50K,43208
7127,36,Private,166988,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,>50K,311245
7129,31,Private,196788,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,0,0,40,United-States,<=50K,20022
7132,29,Private,129856,Technical School,11,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,29618
7135,57,Self-emp-inc,42959,Bachelors Degree,13,Married-civ-spouse,Sales,Married,White,0,0,40,United-States,>50K,203112
7136,21,Private,256356,Highschool Graduate,7,Single,Priv-house-serv,Single,White,0,0,40,Mexico,<=50K,21875
7137,29,Private,136277,Highschool Graduate,6,Single,Other-service,Single,Black,0,0,32,United-States,<=50K,37801
7139,20,Private,185554,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,25,United-States,<=50K,41798
7145,21,Private,34506,Highschool Graduate,9,Separated,Other-service,Single,White,0,0,35,United-States,<=50K,46327
7146,40,Private,346964,Highschool Graduate,9,Divorced,Tech-support,Single,White,0,0,40,United-States,<=50K,17862
7152,30,Private,179446,Highschool Graduate,9,Separated,Adm-clerical,Single,White,0,0,40,United-States,<=50K,6663
7160,20,Private,368852,Bachelors Degree,10,Single,Other-service,Single,White,0,0,20,United-States,<=50K,1373
7163,18,Private,97963,Highschool Graduate,9,Single,Other-service,Single,White,0,0,30,United-States,<=50K,41137
7165,50,State-gov,198103,Bachelors Degree,13,Single,Exec-managerial,Single,White,0,0,40,United-States,<=50K,4495
7178,43,Private,598606,Highschool Graduate,5,Separated,Handlers-cleaners,Single,Black,0,0,50,United-States,<=50K,43210
7180,35,Private,166235,Bachelors Degree,10,Single,Machine-op-inspct,Single,Black,0,0,30,United-States,<=50K,1303
7184,19,Private,25429,Bachelors Degree,10,Single,Sales,Single,White,0,0,25,United-States,<=50K,36698
7187,30,State-gov,295612,Highschool Graduate,9,Separated,Adm-clerical,Single,White,0,0,40,United-States,<=50K,7515
7188,40,Private,168936,Technical School,11,Divorced,Other-service,Single,White,0,0,32,United-States,<=50K,26703
7194,20,Private,179423,Bachelors Degree,10,Single,Transport-moving,Single,White,0,0,40,United-States,<=50K,7992
7195,50,Self-emp-not-inc,363405,Bachelors Degree,13,Married-civ-spouse,Tech-support,Married,White,0,0,50,United-States,>50K,401067
7196,17,Private,139183,Highschool Graduate,6,Single,Sales,Single,White,0,0,15,United-States,<=50K,30216
7199,53,Private,99476,Highschool Graduate,9,Divorced,Other-service,Single,White,0,0,38,United-States,<=50K,5322
7204,40,Unknown,162108,Bachelors Degree,13,Divorced,Unknown,Single,White,0,0,50,United-States,<=50K,35173
7213,31,Local-gov,188798,Bachelors Degree,13,Single,Exec-managerial,Single,White,0,0,50,United-States,<=50K,24584
7215,25,State-gov,152035,Technical School,12,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,6318
7216,18,Unknown,139003,Highschool Graduate,9,Single,Unknown,Single,Other,0,0,12,United-States,<=50K,30145
7217,49,Local-gov,249289,Bachelors Degree,13,Divorced,Prof-specialty,Single,Black,0,0,40,United-States,<=50K,16084
7219,22,Unknown,113175,Bachelors Degree,10,Single,Unknown,Single,White,0,0,20,United-States,<=50K,29253
7220,21,Private,151158,Bachelors Degree,10,Single,Prof-specialty,Single,White,0,0,25,United-States,<=50K,8380
7222,21,Unknown,356772,Highschool Graduate,9,Single,Unknown,Single,White,0,0,40,United-States,<=50K,15097
7224,55,Private,198385,Highschool Graduate,4,Widowed,Other-service,Single,White,0,0,20,Unknown,<=50K,4945
7230,38,Local-gov,116580,Bachelors Degree,13,Married-civ-spouse,Prof-specialty,Married,White,0,0,20,United-States,>50K,129184
7234,23,Private,210443,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,40,United-States,<=50K,4687
7236,43,Local-gov,108945,Bachelors Degree,13,Divorced,Prof-specialty,Single,White,0,0,48,United-States,<=50K,45738
7239,35,Private,340428,Bachelors Degree,13,Single,Sales,Single,White,0,0,40,United-States,>50K,96711
7240,46,State-gov,106705,Advanced Degree,14,Single,Exec-managerial,Single,White,0,0,38,United-States,<=50K,6074
7241,31,Private,235389,Highschool Graduate,4,Single,Handlers-cleaners,Single,White,0,0,30,Portugal,<=50K,17593
7242,27,Private,39665,Highschool Graduate,9,Divorced,Sales,Single,White,0,0,37,United-States,<=50K,34350
7246,34,Unknown,197688,Highschool Graduate,9,Single,Unknown,Single,Black,0,0,40,United-States,<=50K,17291
7247,44,Private,54507,Highschool Graduate,9,Single,Machine-op-inspct,Single,White,0,0,40,United-States,<=50K,1028
7248,36,Private,163396,Technical School,11,Married-civ-spouse,Prof-specialty,Married,White,0,0,40,United-States,>50K,466559
7249,33,Private,323619,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,31436
7251,35,Private,148903,Highschool Graduate,9,Married-civ-spouse,Other-service,Married,White,0,0,16,United-States,>50K,284826
7252,25,Private,40915,Bachelors Degree,13,Single,Exec-managerial,Single,White,0,0,40,United-States,>50K,308945
7258,31,Private,283268,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,36,United-States,<=50K,5216
7259,31,Private,120461,Bachelors Degree,13,Single,Exec-managerial,Single,White,0,0,40,United-States,<=50K,48530
7264,18,Private,89478,Bachelors Degree,10,Single,Sales,Single,White,0,0,20,United-States,<=50K,33237
7265,55,Private,276229,Highschool Graduate,9,Widowed,Sales,Single,White,0,0,38,United-States,<=50K,41914
7266,52,Private,366232,Highschool Graduate,5,Divorced,Craft-repair,Single,White,0,0,40,Cuba,<=50K,8043
7267,26,Private,152035,Highschool Graduate,9,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,12046
7269,39,Private,75995,Highschool Graduate,9,Divorced,Exec-managerial,Single,White,0,0,45,United-States,<=50K,39871
7270,62,Self-emp-not-inc,192236,Bachelors Degree,13,Divorced,Prof-specialty,Single,White,0,0,40,United-States,>50K,205110
7271,19,Unknown,188618,Bachelors Degree,10,Single,Unknown,Single,White,0,0,25,United-States,<=50K,44409
7274,55,Private,52953,Highschool Graduate,9,Divorced,Other-service,Single,White,0,0,40,United-States,<=50K,9956
7283,47,Private,115358,Highschool Graduate,9,Divorced,Machine-op-inspct,Single,Black,0,0,40,United-States,<=50K,38268
7285,32,Unknown,282622,Highschool Graduate,9,Divorced,Unknown,Single,White,0,0,28,United-States,<=50K,36377
7291,81,Self-emp-not-inc,137018,Highschool Graduate,9,Widowed,Adm-clerical,Single,White,0,0,20,United-States,<=50K,46378
7296,46,Private,97883,Bachelors Degree,13,Single,Sales,Single,White,0,0,35,United-States,<=50K,35869
7297,39,Local-gov,57424,Bachelors Degree,13,Divorced,Adm-clerical,Single,White,0,0,35,United-States,<=50K,28884
7298,29,Private,151476,Bachelors Degree,10,Separated,Sales,Single,White,0,0,40,United-States,<=50K,49245
7299,23,Private,129583,Highschool Graduate,9,Single,Handlers-cleaners,Single,Black,0,0,16,United-States,<=50K,45872
7301,38,Self-emp-not-inc,182416,Highschool Graduate,9,Single,Sales,Single,Black,0,0,42,United-States,<=50K,12515
7302,25,Private,251915,Bachelors Degree,13,Single,Sales,Single,White,0,0,40,United-States,<=50K,9656
7305,39,Private,74163,Highschool Graduate,8,Divorced,Sales,Single,White,0,0,40,United-States,<=50K,26894
7306,23,Private,60847,Technical School,11,Single,Sales,Single,White,0,0,60,United-States,<=50K,7813
7307,17,Unknown,213055,Highschool Graduate,7,Single,Unknown,Single,Other,0,0,20,United-States,<=50K,17957
7309,24,Local-gov,134181,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,50,United-States,<=50K,20361
7310,30,Self-emp-inc,117570,Highschool Graduate,9,Divorced,Other-service,Single,White,0,0,60,United-States,<=50K,35222
7314,34,Private,157165,Bachelors Degree,10,Divorced,Other-service,Single,White,0,0,40,United-States,<=50K,25550
7318,23,Private,580248,Highschool Graduate,9,Single,Tech-support,Single,White,0,0,40,United-States,<=50K,8058
7322,17,Private,115551,Highschool Graduate,7,Single,Other-service,Single,White,0,0,20,United-States,<=50K,19868
7328,27,Private,36440,Technical School,15,Single,Prof-specialty,Single,White,0,0,65,United-States,>50K,155055
7330,28,Private,50814,Highschool Graduate,9,Single,Prof-specialty,Single,White,0,0,40,United-States,<=50K,34367
7331,54,Private,143865,Highschool Graduate,9,Divorced,Sales,Single,White,0,0,35,United-States,<=50K,12058
7332,74,Unknown,104661,Bachelors Degree,10,Widowed,Unknown,Single,White,0,0,12,United-States,<=50K,17593
7333,31,Local-gov,50442,Bachelors Degree,10,Single,Exec-managerial,Single,Amer-Indian-Eskimo,0,0,32,United-States,<=50K,7121
7335,19,Private,100999,Bachelors Degree,13,Single,Prof-specialty,Single,White,0,0,30,United-States,<=50K,38381
7336,39,Unknown,362685,Highschool Graduate,1,Widowed,Unknown,Single,White,0,0,20,El-Salvador,<=50K,18883
7337,27,Self-emp-inc,153546,Technical School,11,Married-civ-spouse,Other-service,Married,White,0,0,36,United-States,>50K,131099
7338,19,Private,182355,Bachelors Degree,10,Single,Adm-clerical,Single,Black,0,0,20,United-States,<=50K,22835
7340,25,Local-gov,44216,Highschool Graduate,9,Divorced,Adm-clerical,Single,Amer-Indian-Eskimo,0,0,35,United-States,<=50K,33105
7342,53,Private,209022,Highschool Graduate,7,Divorced,Other-service,Single,White,0,0,37,United-States,<=50K,45761
7348,23,Private,244771,Bachelors Degree,10,Single,Machine-op-inspct,Single,Black,0,0,20,Jamaica,<=50K,26674
7349,23,Private,215616,Highschool Graduate,9,Single,Prof-specialty,Single,White,0,0,40,Canada,<=50K,42221
7351,45,Self-emp-inc,177543,Highschool Graduate,9,Married-civ-spouse,Sales,Married,White,0,0,50,United-States,<=50K,21958
7352,24,Local-gov,117109,Bachelors Degree,13,Single,Adm-clerical,Single,Black,0,0,27,United-States,<=50K,23013
7354,30,Private,19847,Bachelors Degree,10,Divorced,Tech-support,Single,White,0,0,40,United-States,<=50K,43109
7359,52,Private,363405,Highschool Graduate,9,Separated,Adm-clerical,Single,White,0,0,40,United-States,<=50K,37016
7361,27,Private,194472,Highschool Graduate,9,Single,Priv-house-serv,Single,White,0,0,60,United-States,<=50K,17789
7362,71,Self-emp-not-inc,130731,Highschool Graduate,9,Widowed,Adm-clerical,Single,White,0,0,35,United-States,<=50K,21751
7364,44,Private,378251,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,0,0,38,United-States,<=50K,30361
7366,22,Private,203182,Bachelors Degree,13,Single,Exec-managerial,Single,White,0,0,20,United-States,<=50K,13890
7367,30,Local-gov,352542,Bachelors Degree,13,Divorced,Prof-specialty,Single,White,0,0,40,United-States,<=50K,15004
7369,25,Private,197728,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,10804
7370,76,Private,316185,Highschool Graduate,4,Widowed,Protective-serv,Single,White,0,0,12,United-States,<=50K,31991
7374,32,Private,180296,Bachelors Degree,10,Divorced,Adm-clerical,Single,White,0,0,40,United-States,<=50K,34158
7377,23,Private,189832,Technical School,12,Single,Transport-moving,Single,White,0,0,40,United-States,<=50K,13030
7381,39,Private,343403,Highschool Graduate,9,Married-civ-spouse,Sales,Married,White,0,0,36,United-States,<=50K,46177
7382,53,Private,166386,Bachelors Degree,13,Married-civ-spouse,Machine-op-inspct,Married,Asian-Pac-Islander,0,0,40,China,<=50K,47872
7383,26,Federal-gov,48099,Bachelors Degree,13,Single,Exec-managerial,Single,White,0,0,40,United-States,<=50K,4431
7389,21,Private,342575,Bachelors Degree,10,Single,Sales,Single,Black,0,0,30,United-States,<=50K,20117
7392,57,Private,145189,Bachelors Degree,10,Single,Adm-clerical,Single,White,0,0,40,United-States,<=50K,2561
7406,53,Local-gov,181755,Advanced Degree,14,Divorced,Prof-specialty,Single,White,0,0,35,United-States,>50K,452782
7408,18,Private,107277,Highschool Graduate,7,Single,Sales,Single,White,0,0,20,United-States,<=50K,3270
7412,48,Private,62605,Highschool Graduate,9,Divorced,Adm-clerical,Single,White,0,0,35,United-States,<=50K,45644
7415,35,Self-emp-not-inc,267776,Highschool Graduate,9,Single,Other-service,Single,White,0,0,30,United-States,<=50K,10172
7421,70,Private,121993,Highschool Graduate,9,Married-civ-spouse,Adm-clerical,Married,White,0,0,5,United-States,<=50K,34423
7423,36,Self-emp-not-inc,36425,Bachelors Degree,10,Divorced,Sales,Single,White,0,0,35,United-States,<=50K,13270
